block_number,duration,CPU Usage,IP
2,0.3322298526763916,32.6,http://192.168.0.164:5000
3,0.32733726501464844,32.8,http://192.168.0.164:5000
4,0.4596259593963623,34.4,http://192.168.0.164:5000
5,0.8396790027618408,26.4,http://192.168.0.164:5000
6,0.4304647445678711,35.1,http://192.168.0.164:5000
7,1.192847728729248,26.8,http://192.168.0.164:5000
8,1.3530182838439941,27.2,http://192.168.0.164:5000
9,0.2579834461212158,32.0,http://192.168.0.164:5000
10,0.8842625617980957,23.2,http://192.168.0.164:5000
11,0.23280715942382812,25.0,http://192.168.0.164:5000
12,0.3558359146118164,29.3,http://192.168.0.164:5000
13,0.9088280200958252,25.1,http://192.168.0.164:5000
14,0.4960775375366211,23.1,http://192.168.0.164:5000
15,0.3469860553741455,25.7,http://192.168.0.164:5000
16,0.500462532043457,27.8,http://192.168.0.164:5000
17,0.8507907390594482,26.8,http://192.168.0.164:5000
18,0.6992874145507812,23.4,http://192.168.0.164:5000
19,0.6732027530670166,24.8,http://192.168.0.164:5000
20,1.3102517127990723,25.2,http://192.168.0.164:5000
21,0.5227880477905273,24.2,http://192.168.0.164:5000
22,0.8596255779266357,23.7,http://192.168.0.164:5000
23,1.5527851581573486,24.1,http://192.168.0.164:5000
24,1.1642796993255615,26.1,http://192.168.0.164:5000
25,1.0363259315490723,24.3,http://192.168.0.164:5000
26,0.2447807788848877,23.7,http://192.168.0.164:5000
27,1.261171817779541,23.6,http://192.168.0.164:5000
28,0.9029438495635986,25.0,http://192.168.0.164:5000
29,0.25981760025024414,30.7,http://192.168.0.164:5000
30,1.1718251705169678,25.9,http://192.168.0.164:5000
31,0.8348183631896973,26.3,http://192.168.0.164:5000
32,0.9137153625488281,28.9,http://192.168.0.164:5000
33,0.8986227512359619,27.0,http://192.168.0.164:5000
34,0.6073627471923828,22.6,http://192.168.0.164:5000
35,1.5552570819854736,27.5,http://192.168.0.164:5000
36,0.4251282215118408,33.7,http://192.168.0.164:5000
37,0.2630910873413086,38.0,http://192.168.0.164:5000
38,1.5087480545043945,28.8,http://192.168.0.164:5000
39,2.098814010620117,29.6,http://192.168.0.164:5000
40,0.41750407218933105,32.3,http://192.168.0.164:5000
41,1.0662267208099365,27.6,http://192.168.0.164:5000
42,0.7584009170532227,26.6,http://192.168.0.164:5000
43,0.29822707176208496,33.0,http://192.168.0.164:5000
44,0.6537199020385742,27.1,http://192.168.0.164:5000
45,1.6741018295288086,25.5,http://192.168.0.164:5000
46,2.390834331512451,24.5,http://192.168.0.164:5000
47,1.0730464458465576,23.7,http://192.168.0.164:5000
48,2.53804612159729,24.7,http://192.168.0.164:5000
49,1.2200446128845215,27.2,http://192.168.0.164:5000
50,0.5979249477386475,31.3,http://192.168.0.164:5000
51,1.6357638835906982,24.6,http://192.168.0.164:5000
52,0.5267670154571533,47.0,http://192.168.0.164:5000
53,1.2291338443756104,58.5,http://192.168.0.164:5000
54,0.22358155250549316,25.9,http://192.168.0.164:5000
55,0.44197845458984375,30.9,http://192.168.0.164:5000
56,4.3150787353515625,25.7,http://192.168.0.164:5000
57,0.5584883689880371,27.4,http://192.168.0.164:5000
58,0.34322643280029297,29.0,http://192.168.0.164:5000
59,2.1611340045928955,24.9,http://192.168.0.164:5000
60,0.8563253879547119,26.3,http://192.168.0.164:5000
61,0.2065892219543457,30.5,http://192.168.0.164:5000
62,1.8584015369415283,25.0,http://192.168.0.164:5000
63,1.069469928741455,22.8,http://192.168.0.164:5000
64,0.3187251091003418,23.0,http://192.168.0.164:5000
65,1.3485195636749268,25.3,http://192.168.0.164:5000
66,0.405200719833374,22.6,http://192.168.0.164:5000
67,0.2169349193572998,24.7,http://192.168.0.164:5000
68,0.26804423332214355,33.3,http://192.168.0.164:5000
69,1.0193424224853516,24.8,http://192.168.0.164:5000
70,0.34526610374450684,30.0,http://192.168.0.164:5000
71,2.451894760131836,27.2,http://192.168.0.164:5000
72,1.1629066467285156,24.2,http://192.168.0.164:5000
73,0.8767144680023193,24.1,http://192.168.0.164:5000
74,0.29523515701293945,29.9,http://192.168.0.164:5000
75,0.8336958885192871,24.8,http://192.168.0.164:5000
76,0.24506044387817383,27.8,http://192.168.0.164:5000
77,0.31342482566833496,13.0,http://192.168.0.164:5000
78,0.3711421489715576,25.0,http://192.168.0.164:5000
79,0.254150390625,27.5,http://192.168.0.164:5000
80,0.3800666332244873,24.5,http://192.168.0.164:5000
81,0.8916511535644531,24.2,http://192.168.0.164:5000
82,0.31949329376220703,26.8,http://192.168.0.164:5000
83,0.2858271598815918,27.4,http://192.168.0.164:5000
84,1.118072509765625,23.4,http://192.168.0.164:5000
85,1.1295387744903564,24.7,http://192.168.0.164:5000
86,1.5551629066467285,24.8,http://192.168.0.164:5000
87,0.538501501083374,24.7,http://192.168.0.164:5000
88,0.8578307628631592,24.0,http://192.168.0.164:5000
89,1.2168338298797607,24.6,http://192.168.0.164:5000
90,0.7874751091003418,24.0,http://192.168.0.164:5000
91,0.5186653137207031,21.7,http://192.168.0.164:5000
92,1.12725830078125,24.9,http://192.168.0.164:5000
93,0.38346028327941895,24.0,http://192.168.0.164:5000
94,0.2277371883392334,22.8,http://192.168.0.164:5000
95,0.9712491035461426,26.0,http://192.168.0.164:5000
96,1.216458797454834,24.5,http://192.168.0.164:5000
97,0.4122886657714844,29.7,http://192.168.0.164:5000
98,0.22093892097473145,26.4,http://192.168.0.164:5000
99,1.1179583072662354,25.4,http://192.168.0.164:5000
