duration,block_number,CPU Usage,IP
0.29616594314575195,2,6.3,http://192.168.0.164:5000
0.3240628242492676,3,2.5,http://192.168.0.164:5000
0.319807767868042,4,5.0,http://192.168.0.164:5000
0.29341912269592285,5,3.8,http://192.168.0.164:5000
0.30273890495300293,6,9.9,http://192.168.0.164:5000
0.29140591621398926,7,9.8,http://192.168.0.164:5000
0.30919933319091797,8,0.0,http://192.168.0.164:5000
0.2866053581237793,9,1.3,http://192.168.0.164:5000
0.28821396827697754,10,3.7,http://192.168.0.164:5000
0.29877161979675293,11,7.3,http://192.168.0.164:5000
0.4109950065612793,12,7.4,http://192.168.0.164:5000
0.30254602432250977,13,9.0,http://192.168.0.164:5000
0.3327310085296631,14,12.0,http://192.168.0.164:5000
0.2879459857940674,15,8.6,http://192.168.0.164:5000
0.2894856929779053,16,8.9,http://192.168.0.164:5000
0.30960512161254883,17,6.1,http://192.168.0.164:5000
0.27313923835754395,18,9.9,http://192.168.0.164:5000
0.2705519199371338,19,5.0,http://192.168.0.164:5000
0.28623104095458984,20,2.6,http://192.168.0.164:5000
0.29761576652526855,21,6.1,http://192.168.0.164:5000
0.2838742733001709,22,6.2,http://192.168.0.164:5000
0.30629920959472656,23,6.1,http://192.168.0.164:5000
0.30726099014282227,24,6.1,http://192.168.0.164:5000
0.2967061996459961,25,4.9,http://192.168.0.164:5000
0.2792818546295166,26,20.5,http://192.168.0.164:5000
0.3106050491333008,27,5.0,http://192.168.0.164:5000
0.32610511779785156,28,8.6,http://192.168.0.164:5000
0.30924320220947266,29,10.0,http://192.168.0.164:5000
0.2885129451751709,30,2.6,http://192.168.0.164:5000
0.2762107849121094,31,10.8,http://192.168.0.164:5000
0.2812228202819824,32,6.2,http://192.168.0.164:5000
0.4085500240325928,33,7.6,http://192.168.0.164:5000
0.32306599617004395,34,5.0,http://192.168.0.164:5000
0.31177186965942383,35,8.6,http://192.168.0.164:5000
0.290895938873291,36,5.0,http://192.168.0.164:5000
0.2956423759460449,37,7.3,http://192.168.0.164:5000
0.31444525718688965,38,5.0,http://192.168.0.164:5000
0.31656384468078613,39,8.8,http://192.168.0.164:5000
0.37444019317626953,40,6.2,http://192.168.0.164:5000
0.31830763816833496,41,4.9,http://192.168.0.164:5000
0.32894349098205566,42,7.4,http://192.168.0.164:5000
0.30968475341796875,43,6.1,http://192.168.0.164:5000
0.3112757205963135,44,6.2,http://192.168.0.164:5000
0.3362281322479248,45,6.1,http://192.168.0.164:5000
0.3118460178375244,46,7.4,http://192.168.0.164:5000
0.28966474533081055,47,8.8,http://192.168.0.164:5000
0.29610705375671387,48,6.2,http://192.168.0.164:5000
0.3272221088409424,49,3.8,http://192.168.0.164:5000
0.2970149517059326,50,8.5,http://192.168.0.164:5000
0.330280065536499,51,3.8,http://192.168.0.164:5000
0.3091592788696289,52,6.2,http://192.168.0.164:5000
0.3139305114746094,53,3.7,http://192.168.0.164:5000
0.29262256622314453,54,3.8,http://192.168.0.164:5000
0.2840127944946289,55,2.5,http://192.168.0.164:5000
0.2877824306488037,56,7.3,http://192.168.0.164:5000
0.299771785736084,57,9.5,http://192.168.0.164:5000
1.3150396347045898,58,8.4,http://192.168.0.164:5000
0.32024097442626953,59,6.1,http://192.168.0.164:5000
0.3560802936553955,60,9.6,http://192.168.0.164:5000
0.30945825576782227,61,4.9,http://192.168.0.164:5000
0.3116893768310547,62,3.7,http://192.168.0.164:5000
0.2838413715362549,63,3.7,http://192.168.0.164:5000
0.29616832733154297,64,4.9,http://192.168.0.164:5000
0.30094218254089355,65,6.2,http://192.168.0.164:5000
0.3752162456512451,66,3.8,http://192.168.0.164:5000
