duration,block_number,CPU Usage,IP
0.313953161239624,67,3.8,http://192.168.0.164:5000
0.29573655128479004,68,4.9,http://192.168.0.164:5000
0.3167903423309326,69,7.3,http://192.168.0.164:5000
0.38239169120788574,70,3.7,http://192.168.0.164:5000
0.7722873687744141,71,2.5,http://192.168.0.164:5000
0.36707162857055664,72,5.1,http://192.168.0.164:5000
0.3631749153137207,73,3.7,http://192.168.0.164:5000
0.4527006149291992,74,5.1,http://192.168.0.164:5000
0.32858753204345703,75,6.2,http://192.168.0.164:5000
0.3136899471282959,76,1.3,http://192.168.0.164:5000
0.28825926780700684,77,2.5,http://192.168.0.164:5000
1.3098444938659668,78,3.8,http://192.168.0.164:5000
0.34130311012268066,79,5.0,http://192.168.0.164:5000
0.3137688636779785,80,7.3,http://192.168.0.164:5000
0.30268001556396484,81,3.7,http://192.168.0.164:5000
0.38289356231689453,82,3.7,http://192.168.0.164:5000
0.297088623046875,83,3.8,http://192.168.0.164:5000
0.3728976249694824,84,4.9,http://192.168.0.164:5000
0.35900378227233887,85,1.3,http://192.168.0.164:5000
0.33672428131103516,86,3.8,http://192.168.0.164:5000
0.3228645324707031,87,3.7,http://192.168.0.164:5000
0.3130824565887451,88,2.5,http://192.168.0.164:5000
0.29238271713256836,89,3.7,http://192.168.0.164:5000
0.3026313781738281,90,8.6,http://192.168.0.164:5000
0.4090580940246582,91,4.9,http://192.168.0.164:5000
0.3366086483001709,92,4.9,http://192.168.0.164:5000
0.24671530723571777,93,5.0,http://192.168.0.164:5000
0.308732271194458,94,3.8,http://192.168.0.164:5000
0.3165249824523926,95,6.2,http://192.168.0.164:5000
0.30432868003845215,96,8.7,http://192.168.0.164:5000
0.40714097023010254,97,3.7,http://192.168.0.164:5000
0.3650791645050049,98,6.2,http://192.168.0.164:5000
0.32264065742492676,99,5.1,http://192.168.0.164:5000
0.3168187141418457,100,6.1,http://192.168.0.164:5000
0.36872339248657227,101,1.3,http://192.168.0.164:5000
0.5746543407440186,102,3.8,http://192.168.0.164:5000
0.3708348274230957,103,5.0,http://192.168.0.164:5000
0.38190484046936035,104,6.1,http://192.168.0.164:5000
0.33258628845214844,105,6.2,http://192.168.0.164:5000
0.2898571491241455,106,5.0,http://192.168.0.164:5000
0.3294658660888672,107,4.9,http://192.168.0.164:5000
0.3048558235168457,108,3.7,http://192.168.0.164:5000
0.3277475833892822,109,6.3,http://192.168.0.164:5000
0.3201124668121338,110,9.9,http://192.168.0.164:5000
0.34312987327575684,111,7.3,http://192.168.0.164:5000
0.2788722515106201,112,5.0,http://192.168.0.164:5000
0.30425500869750977,113,3.8,http://192.168.0.164:5000
0.2822000980377197,114,8.5,http://192.168.0.164:5000
0.30051207542419434,115,7.4,http://192.168.0.164:5000
0.3224055767059326,116,5.1,http://192.168.0.164:5000
0.31479382514953613,117,3.7,http://192.168.0.164:5000
0.32148194313049316,118,5.0,http://192.168.0.164:5000
0.34369349479675293,119,3.8,http://192.168.0.164:5000
0.30719780921936035,120,4.9,http://192.168.0.164:5000
0.3100564479827881,121,3.8,http://192.168.0.164:5000
0.3255634307861328,122,5.0,http://192.168.0.164:5000
0.3154568672180176,123,2.5,http://192.168.0.164:5000
0.31287622451782227,124,6.2,http://192.168.0.164:5000
0.3253004550933838,125,4.9,http://192.168.0.164:5000
0.2786271572113037,126,5.2,http://192.168.0.164:5000
0.30008864402770996,127,6.3,http://192.168.0.164:5000
0.3180110454559326,128,5.0,http://192.168.0.164:5000
0.2938232421875,129,5.0,http://192.168.0.164:5000
0.3964200019836426,130,6.2,http://192.168.0.164:5000
0.3168494701385498,131,7.3,http://192.168.0.164:5000
0.29331088066101074,132,3.8,http://192.168.0.164:5000
0.33068346977233887,133,5.0,http://192.168.0.164:5000
0.3116464614868164,134,3.7,http://192.168.0.164:5000
0.3167746067047119,135,6.1,http://192.168.0.164:5000
0.32180047035217285,136,6.2,http://192.168.0.164:5000
0.32244348526000977,137,6.2,http://192.168.0.164:5000
0.3235166072845459,138,3.8,http://192.168.0.164:5000
0.34705424308776855,139,3.7,http://192.168.0.164:5000
0.3218367099761963,140,3.8,http://192.168.0.164:5000
0.33324170112609863,141,3.8,http://192.168.0.164:5000
0.3187694549560547,142,6.3,http://192.168.0.164:5000
0.32075047492980957,143,6.2,http://192.168.0.164:5000
0.3143041133880615,144,9.9,http://192.168.0.164:5000
0.28441619873046875,145,3.7,http://192.168.0.164:5000
0.32106542587280273,146,4.9,http://192.168.0.164:5000
0.3151421546936035,147,6.1,http://192.168.0.164:5000
0.28258514404296875,148,3.8,http://192.168.0.164:5000
0.41593241691589355,149,2.5,http://192.168.0.164:5000
0.3171999454498291,150,6.2,http://192.168.0.164:5000
0.4304921627044678,151,3.7,http://192.168.0.164:5000
0.3173696994781494,152,2.5,http://192.168.0.164:5000
0.44443249702453613,153,3.7,http://192.168.0.164:5000
0.29760026931762695,154,6.1,http://192.168.0.164:5000
0.35369372367858887,155,7.4,http://192.168.0.164:5000
0.3100874423980713,156,8.6,http://192.168.0.164:5000
0.320127010345459,157,3.8,http://192.168.0.164:5000
0.3296818733215332,158,9.9,http://192.168.0.164:5000
0.4003725051879883,159,4.9,http://192.168.0.164:5000
0.3281090259552002,160,9.9,http://192.168.0.164:5000
0.3409457206726074,161,5.1,http://192.168.0.164:5000
0.3118898868560791,162,8.6,http://192.168.0.164:5000
0.3117039203643799,163,1.3,http://192.168.0.164:5000
0.34632110595703125,164,3.7,http://192.168.0.164:5000
1.350646734237671,165,6.2,http://192.168.0.164:5000
0.29326581954956055,166,4.9,http://192.168.0.164:5000
0.3577284812927246,167,6.2,http://192.168.0.164:5000
0.30361270904541016,168,2.5,http://192.168.0.164:5000
0.3156251907348633,169,3.8,http://192.168.0.164:5000
0.3145484924316406,170,3.7,http://192.168.0.164:5000
0.2935905456542969,171,4.9,http://192.168.0.164:5000
0.31899452209472656,172,4.9,http://192.168.0.164:5000
0.32834839820861816,173,7.2,http://192.168.0.164:5000
0.32855725288391113,174,6.1,http://192.168.0.164:5000
0.277630090713501,175,5.0,http://192.168.0.164:5000
0.3388979434967041,176,6.2,http://192.168.0.164:5000
0.2807655334472656,177,4.9,http://192.168.0.164:5000
0.3269307613372803,178,2.5,http://192.168.0.164:5000
0.3087117671966553,179,2.5,http://192.168.0.164:5000
0.32851552963256836,180,2.5,http://192.168.0.164:5000
0.3294060230255127,181,7.4,http://192.168.0.164:5000
0.31659865379333496,182,3.7,http://192.168.0.164:5000
0.33647656440734863,183,6.2,http://192.168.0.164:5000
0.3194568157196045,184,5.1,http://192.168.0.164:5000
0.28508973121643066,185,1.3,http://192.168.0.164:5000
0.30064940452575684,186,6.1,http://192.168.0.164:5000
0.33785486221313477,187,7.3,http://192.168.0.164:5000
0.3010079860687256,188,6.1,http://192.168.0.164:5000
0.290407657623291,189,3.8,http://192.168.0.164:5000
0.35309934616088867,190,3.7,http://192.168.0.164:5000
0.2757401466369629,191,2.5,http://192.168.0.164:5000
0.3030683994293213,192,4.9,http://192.168.0.164:5000
0.3158071041107178,193,3.8,http://192.168.0.164:5000
0.34528088569641113,194,6.2,http://192.168.0.164:5000
0.3355250358581543,195,6.2,http://192.168.0.164:5000
0.2908592224121094,196,6.1,http://192.168.0.164:5000
0.3424849510192871,197,11.0,http://192.168.0.164:5000
0.2967677116394043,198,2.5,http://192.168.0.164:5000
0.3213791847229004,199,5.0,http://192.168.0.164:5000
0.3153698444366455,200,6.2,http://192.168.0.164:5000
0.3554959297180176,201,5.1,http://192.168.0.164:5000
