block_number,duration,CPU Usage,IP
2,0.26258063316345215,24.1,http://192.168.0.106:5000
3,0.2866859436035156,9.7,http://192.168.0.106:5000
4,0.3067038059234619,15.8,http://192.168.0.106:5000
5,0.4363586902618408,15.8,http://192.168.0.106:5000
6,1.0291838645935059,15.1,http://192.168.0.106:5000
7,0.5215091705322266,14.2,http://192.168.0.106:5000
8,1.3707847595214844,20.3,http://192.168.0.106:5000
9,0.46535634994506836,16.0,http://192.168.0.106:5000
10,0.8852393627166748,36.4,http://192.168.0.106:5000
11,0.21458101272583008,13.5,http://192.168.0.106:5000
12,0.30912208557128906,20.1,http://192.168.0.106:5000
13,0.5749039649963379,19.6,http://192.168.0.106:5000
14,0.7129974365234375,17.6,http://192.168.0.106:5000
15,0.2496349811553955,11.6,http://192.168.0.106:5000
16,0.420943021774292,20.6,http://192.168.0.106:5000
17,0.2727203369140625,10.9,http://192.168.0.106:5000
18,0.33463549613952637,15.4,http://192.168.0.106:5000
19,0.30661821365356445,21.3,http://192.168.0.106:5000
20,0.20281410217285156,9.6,http://192.168.0.106:5000
21,0.8942627906799316,18.6,http://192.168.0.106:5000
22,0.3487217426300049,16.3,http://192.168.0.106:5000
23,0.6895616054534912,17.8,http://192.168.0.106:5000
24,0.7613537311553955,17.4,http://192.168.0.106:5000
25,0.8689956665039062,14.2,http://192.168.0.106:5000
26,0.9748458862304688,21.4,http://192.168.0.106:5000
27,0.24285221099853516,11.7,http://192.168.0.106:5000
28,0.3292882442474365,19.4,http://192.168.0.106:5000
29,0.2646675109863281,15.3,http://192.168.0.106:5000
30,0.321469783782959,10.8,http://192.168.0.106:5000
31,0.7981598377227783,16.1,http://192.168.0.106:5000
32,0.3543112277984619,11.7,http://192.168.0.106:5000
33,0.3602774143218994,19.4,http://192.168.0.106:5000
34,0.5671737194061279,15.0,http://192.168.0.106:5000
35,1.1569912433624268,15.5,http://192.168.0.106:5000
36,2.9855105876922607,31.0,http://192.168.0.106:5000
37,0.26267528533935547,22.2,http://192.168.0.106:5000
38,1.0590956211090088,29.4,http://192.168.0.106:5000
39,0.22099971771240234,35.8,http://192.168.0.106:5000
40,1.536046028137207,31.7,http://192.168.0.106:5000
41,0.5995290279388428,35.0,http://192.168.0.106:5000
42,0.4036686420440674,25.8,http://192.168.0.106:5000
43,0.3298206329345703,34.5,http://192.168.0.106:5000
44,1.2431528568267822,31.4,http://192.168.0.106:5000
45,0.2015058994293213,17.0,http://192.168.0.106:5000
46,0.5760982036590576,26.4,http://192.168.0.106:5000
47,0.504796028137207,22.8,http://192.168.0.106:5000
48,0.36951684951782227,21.7,http://192.168.0.106:5000
49,1.152484655380249,30.3,http://192.168.0.106:5000
50,0.46208715438842773,14.1,http://192.168.0.106:5000
51,0.3197026252746582,8.8,http://192.168.0.106:5000
52,0.7086741924285889,12.3,http://192.168.0.106:5000
53,0.4297468662261963,18.1,http://192.168.0.106:5000
54,0.5268456935882568,15.4,http://192.168.0.106:5000
55,0.6346926689147949,14.0,http://192.168.0.106:5000
56,2.196599006652832,16.9,http://192.168.0.106:5000
57,1.451021432876587,18.8,http://192.168.0.106:5000
58,0.905693769454956,20.3,http://192.168.0.106:5000
59,0.6861088275909424,23.9,http://192.168.0.106:5000
60,1.4257936477661133,17.6,http://192.168.0.106:5000
61,0.9581913948059082,17.7,http://192.168.0.106:5000
62,0.8825302124023438,16.8,http://192.168.0.106:5000
63,0.7966811656951904,17.0,http://192.168.0.106:5000
64,1.1641924381256104,18.4,http://192.168.0.106:5000
65,0.8712093830108643,19.2,http://192.168.0.106:5000
66,0.5806777477264404,14.0,http://192.168.0.106:5000
67,1.231323003768921,16.8,http://192.168.0.106:5000
68,1.634840965270996,16.3,http://192.168.0.106:5000
69,0.37609243392944336,12.4,http://192.168.0.106:5000
70,1.325183391571045,15.6,http://192.168.0.106:5000
71,0.30919313430786133,15.0,http://192.168.0.106:5000
72,0.4965701103210449,19.1,http://192.168.0.106:5000
73,0.37500977516174316,33.2,http://192.168.0.106:5000
74,1.8257575035095215,24.2,http://192.168.0.106:5000
75,0.3781094551086426,17.0,http://192.168.0.106:5000
76,0.5641272068023682,17.0,http://192.168.0.106:5000
77,0.47263526916503906,15.8,http://192.168.0.106:5000
78,1.0120251178741455,17.0,http://192.168.0.106:5000
79,0.7435116767883301,16.4,http://192.168.0.106:5000
80,0.9485774040222168,17.6,http://192.168.0.106:5000
81,0.8140392303466797,14.4,http://192.168.0.106:5000
82,0.8523659706115723,15.3,http://192.168.0.106:5000
83,0.3216249942779541,18.6,http://192.168.0.106:5000
84,0.4992961883544922,18.2,http://192.168.0.106:5000
85,0.4017050266265869,21.3,http://192.168.0.106:5000
86,1.3200886249542236,17.5,http://192.168.0.106:5000
87,0.7096636295318604,21.5,http://192.168.0.106:5000
88,0.26781535148620605,7.5,http://192.168.0.106:5000
89,0.5143249034881592,14.3,http://192.168.0.106:5000
90,0.5181512832641602,12.8,http://192.168.0.106:5000
91,1.816739797592163,17.2,http://192.168.0.106:5000
92,1.3837721347808838,15.1,http://192.168.0.106:5000
93,0.8554105758666992,16.3,http://192.168.0.106:5000
94,0.46587228775024414,17.5,http://192.168.0.106:5000
95,0.5148196220397949,21.6,http://192.168.0.106:5000
96,0.846592903137207,18.9,http://192.168.0.106:5000
97,0.5654242038726807,15.9,http://192.168.0.106:5000
98,0.8676965236663818,15.0,http://192.168.0.106:5000
99,0.2988872528076172,12.5,http://192.168.0.106:5000
100,0.3170492649078369,12.3,http://192.168.0.106:5000
101,0.49753546714782715,20.8,http://192.168.0.106:5000
102,0.557992696762085,15.9,http://192.168.0.106:5000
103,0.5861282348632812,16.3,http://192.168.0.106:5000
104,0.20581960678100586,20.4,http://192.168.0.106:5000
105,0.6108865737915039,20.8,http://192.168.0.106:5000
106,1.8165256977081299,16.9,http://192.168.0.106:5000
107,0.2712681293487549,15.3,http://192.168.0.106:5000
108,1.1624207496643066,18.5,http://192.168.0.106:5000
109,0.3650946617126465,16.2,http://192.168.0.106:5000
110,0.6502172946929932,14.6,http://192.168.0.106:5000
111,0.7351019382476807,16.3,http://192.168.0.106:5000
112,0.9779348373413086,19.6,http://192.168.0.106:5000
