block_number,duration,CPU Usage,IP
113,1.2214202880859375,16.3,http://192.168.0.106:5000
114,2.4225850105285645,17.0,http://192.168.0.106:5000
115,0.23478174209594727,19.0,http://192.168.0.106:5000
116,1.0289437770843506,18.1,http://192.168.0.106:5000
117,0.4043569564819336,15.4,http://192.168.0.106:5000
118,0.4968864917755127,14.2,http://192.168.0.106:5000
119,0.5304489135742188,13.6,http://192.168.0.106:5000
120,0.4256279468536377,16.5,http://192.168.0.106:5000
121,0.27296018600463867,13.8,http://192.168.0.106:5000
122,0.3342595100402832,19.8,http://192.168.0.106:5000
123,0.6136367321014404,16.0,http://192.168.0.106:5000
124,0.42525434494018555,18.9,http://192.168.0.106:5000
125,0.586461067199707,16.6,http://192.168.0.106:5000
126,0.38108253479003906,10.8,http://192.168.0.106:5000
127,0.4431920051574707,19.7,http://192.168.0.106:5000
128,0.2539820671081543,16.5,http://192.168.0.106:5000
129,0.6133010387420654,15.6,http://192.168.0.106:5000
130,0.9987382888793945,16.9,http://192.168.0.106:5000
131,0.4880192279815674,16.5,http://192.168.0.106:5000
132,1.0019683837890625,17.5,http://192.168.0.106:5000
133,0.5274097919464111,16.1,http://192.168.0.106:5000
134,0.4333770275115967,41.9,http://192.168.0.106:5000
135,0.5897352695465088,14.0,http://192.168.0.106:5000
136,0.6368043422698975,15.7,http://192.168.0.106:5000
137,0.30626535415649414,13.1,http://192.168.0.106:5000
138,0.8123331069946289,19.5,http://192.168.0.106:5000
139,0.39902639389038086,16.9,http://192.168.0.106:5000
140,0.3420901298522949,19.3,http://192.168.0.106:5000
141,1.1427528858184814,17.0,http://192.168.0.106:5000
142,0.5096960067749023,15.8,http://192.168.0.106:5000
143,0.8931105136871338,21.9,http://192.168.0.106:5000
144,0.6031999588012695,18.5,http://192.168.0.106:5000
145,1.7651960849761963,17.2,http://192.168.0.106:5000
146,0.34858131408691406,15.1,http://192.168.0.106:5000
147,0.48320817947387695,14.0,http://192.168.0.106:5000
148,0.2745394706726074,12.4,http://192.168.0.106:5000
149,0.4693436622619629,16.7,http://192.168.0.106:5000
150,0.20567989349365234,11.1,http://192.168.0.106:5000
151,0.8394839763641357,16.0,http://192.168.0.106:5000
152,0.375929594039917,13.5,http://192.168.0.106:5000
153,0.3952605724334717,10.9,http://192.168.0.106:5000
154,1.8040432929992676,15.7,http://192.168.0.106:5000
155,0.6017680168151855,13.1,http://192.168.0.106:5000
156,0.36258840560913086,14.0,http://192.168.0.106:5000
157,0.27913975715637207,19.2,http://192.168.0.106:5000
158,0.8639435768127441,20.5,http://192.168.0.106:5000
159,0.8746380805969238,15.1,http://192.168.0.106:5000
160,1.4125802516937256,18.3,http://192.168.0.106:5000
161,0.8771650791168213,17.3,http://192.168.0.106:5000
162,0.37041282653808594,15.9,http://192.168.0.106:5000
163,0.3632352352142334,13.8,http://192.168.0.106:5000
164,0.4629082679748535,9.2,http://192.168.0.106:5000
165,1.04124116897583,15.8,http://192.168.0.106:5000
166,0.8429656028747559,18.7,http://192.168.0.106:5000
167,0.23945856094360352,12.4,http://192.168.0.106:5000
168,0.7111968994140625,16.1,http://192.168.0.106:5000
169,0.9997174739837646,15.8,http://192.168.0.106:5000
170,0.4520251750946045,12.8,http://192.168.0.106:5000
171,0.32896852493286133,23.2,http://192.168.0.106:5000
172,0.9075393676757812,19.9,http://192.168.0.106:5000
173,0.7106606960296631,30.5,http://192.168.0.106:5000
174,0.5758790969848633,14.8,http://192.168.0.106:5000
175,0.37114405632019043,23.5,http://192.168.0.106:5000
176,1.9766738414764404,72.2,http://192.168.0.106:5000
177,0.20871949195861816,15.9,http://192.168.0.106:5000
178,0.5906774997711182,20.6,http://192.168.0.106:5000
179,0.7739474773406982,20.4,http://192.168.0.106:5000
180,0.2531144618988037,10.7,http://192.168.0.106:5000
181,0.43394899368286133,15.4,http://192.168.0.106:5000
182,0.6022903919219971,17.3,http://192.168.0.106:5000
183,0.39090394973754883,14.9,http://192.168.0.106:5000
184,0.5430490970611572,16.3,http://192.168.0.106:5000
185,0.522341251373291,13.9,http://192.168.0.106:5000
186,0.2647392749786377,11.7,http://192.168.0.106:5000
187,0.29474449157714844,16.2,http://192.168.0.106:5000
188,0.42131876945495605,14.6,http://192.168.0.106:5000
189,0.21366596221923828,15.0,http://192.168.0.106:5000
190,0.43455004692077637,14.5,http://192.168.0.106:5000
191,0.7764983177185059,21.4,http://192.168.0.106:5000
192,0.4272632598876953,13.2,http://192.168.0.106:5000
193,0.5745065212249756,20.2,http://192.168.0.106:5000
194,0.5648396015167236,15.9,http://192.168.0.106:5000
195,0.800894021987915,21.3,http://192.168.0.106:5000
196,0.4261610507965088,13.7,http://192.168.0.106:5000
197,0.5519981384277344,17.3,http://192.168.0.106:5000
198,0.6038100719451904,16.2,http://192.168.0.106:5000
199,0.3257157802581787,20.2,http://192.168.0.106:5000
200,0.76664137840271,15.5,http://192.168.0.106:5000
201,1.0339136123657227,36.9,http://192.168.0.106:5000
