duration,block_number,CPU Usage,IP
0.32149720191955566,91,4.9,http://192.168.0.164:5000
0.3492569923400879,92,1.3,http://192.168.0.164:5000
0.47525572776794434,93,6.1,http://192.168.0.164:5000
0.37659311294555664,94,4.9,http://192.168.0.164:5000
0.36975646018981934,95,1.2,http://192.168.0.164:5000
0.40665173530578613,96,3.7,http://192.168.0.164:5000
0.31781792640686035,97,3.8,http://192.168.0.164:5000
0.3039889335632324,98,1.3,http://192.168.0.164:5000
0.34695959091186523,99,1.3,http://192.168.0.164:5000
0.35353827476501465,100,3.7,http://192.168.0.164:5000
0.30367612838745117,101,0.0,http://192.168.0.164:5000
0.3579750061035156,102,2.5,http://192.168.0.164:5000
0.3204798698425293,103,2.5,http://192.168.0.164:5000
0.391613245010376,104,6.2,http://192.168.0.164:5000
0.3591580390930176,105,3.7,http://192.168.0.164:5000
0.3186938762664795,106,5.1,http://192.168.0.164:5000
0.38231873512268066,107,2.5,http://192.168.0.164:5000
0.340731143951416,108,3.7,http://192.168.0.164:5000
0.39760589599609375,109,2.5,http://192.168.0.164:5000
0.3703575134277344,110,3.7,http://192.168.0.164:5000
0.36301350593566895,111,0.0,http://192.168.0.164:5000
0.3600733280181885,112,2.4,http://192.168.0.164:5000
0.3457670211791992,113,4.9,http://192.168.0.164:5000
0.32813048362731934,114,3.7,http://192.168.0.164:5000
0.31832456588745117,115,2.5,http://192.168.0.164:5000
0.33230113983154297,116,2.6,http://192.168.0.164:5000
0.4401681423187256,117,3.7,http://192.168.0.164:5000
0.36350369453430176,118,3.7,http://192.168.0.164:5000
0.39555859565734863,119,3.8,http://192.168.0.164:5000
0.37755513191223145,120,3.7,http://192.168.0.164:5000
1.3404536247253418,121,2.5,http://192.168.0.164:5000
0.3392369747161865,122,4.9,http://192.168.0.164:5000
0.3563883304595947,123,4.9,http://192.168.0.164:5000
0.35288000106811523,124,2.5,http://192.168.0.164:5000
0.32965540885925293,125,3.8,http://192.168.0.164:5000
0.3235907554626465,126,2.5,http://192.168.0.164:5000
0.33454394340515137,127,1.3,http://192.168.0.164:5000
0.32668042182922363,128,2.5,http://192.168.0.164:5000
0.3359341621398926,129,3.7,http://192.168.0.164:5000
0.3614628314971924,130,2.5,http://192.168.0.164:5000
0.35791897773742676,131,2.5,http://192.168.0.164:5000
0.35460686683654785,132,0.0,http://192.168.0.164:5000
0.3577725887298584,133,1.2,http://192.168.0.164:5000
0.395953893661499,134,2.5,http://192.168.0.164:5000
0.4062471389770508,135,1.2,http://192.168.0.164:5000
0.3495140075683594,136,6.2,http://192.168.0.164:5000
0.3407442569732666,137,3.8,http://192.168.0.164:5000
0.3695394992828369,138,5.0,http://192.168.0.164:5000
0.39597392082214355,139,2.5,http://192.168.0.164:5000
0.34421443939208984,140,7.2,http://192.168.0.164:5000
0.36891984939575195,141,2.5,http://192.168.0.164:5000
0.35716867446899414,142,2.5,http://192.168.0.164:5000
0.36189794540405273,143,2.5,http://192.168.0.164:5000
0.36423707008361816,144,1.3,http://192.168.0.164:5000
0.3541903495788574,145,3.7,http://192.168.0.164:5000
0.34152960777282715,146,1.3,http://192.168.0.164:5000
0.45919275283813477,147,3.7,http://192.168.0.164:5000
0.33463072776794434,148,9.8,http://192.168.0.164:5000
0.35115528106689453,149,3.8,http://192.168.0.164:5000
0.37627530097961426,150,3.8,http://192.168.0.164:5000
0.3162500858306885,151,3.7,http://192.168.0.164:5000
0.35535216331481934,152,2.5,http://192.168.0.164:5000
0.5519218444824219,153,4.9,http://192.168.0.164:5000
0.42708849906921387,154,3.7,http://192.168.0.164:5000
0.34434056282043457,155,5.1,http://192.168.0.164:5000
0.34458208084106445,156,2.5,http://192.168.0.164:5000
0.3197019100189209,157,2.5,http://192.168.0.164:5000
0.38066840171813965,158,4.8,http://192.168.0.164:5000
0.3331775665283203,159,2.5,http://192.168.0.164:5000
0.39754724502563477,160,3.7,http://192.168.0.164:5000
0.366762638092041,161,3.8,http://192.168.0.164:5000
0.3656449317932129,162,6.1,http://192.168.0.164:5000
1.4271504878997803,163,4.9,http://192.168.0.164:5000
0.385134220123291,164,4.9,http://192.168.0.164:5000
0.4010438919067383,165,1.3,http://192.168.0.164:5000
0.30997347831726074,166,3.7,http://192.168.0.164:5000
0.3746938705444336,167,4.9,http://192.168.0.164:5000
0.3556549549102783,168,7.5,http://192.168.0.164:5000
0.41443514823913574,169,3.8,http://192.168.0.164:5000
0.36895108222961426,170,4.9,http://192.168.0.164:5000
0.3277769088745117,171,1.3,http://192.168.0.164:5000
0.34267377853393555,172,4.9,http://192.168.0.164:5000
0.349271297454834,173,1.3,http://192.168.0.164:5000
0.3546009063720703,174,2.5,http://192.168.0.164:5000
0.39849138259887695,175,5.0,http://192.168.0.164:5000
0.3873465061187744,176,3.7,http://192.168.0.164:5000
0.3243370056152344,177,3.8,http://192.168.0.164:5000
0.3451826572418213,178,2.5,http://192.168.0.164:5000
0.34465622901916504,179,0.0,http://192.168.0.164:5000
0.37209296226501465,180,1.3,http://192.168.0.164:5000
0.35264062881469727,181,1.3,http://192.168.0.164:5000
0.5906217098236084,182,1.2,http://192.168.0.164:5000
0.3841092586517334,183,2.5,http://192.168.0.164:5000
0.3390471935272217,184,6.2,http://192.168.0.164:5000
0.3376047611236572,185,4.9,http://192.168.0.164:5000
0.3695046901702881,186,3.7,http://192.168.0.164:5000
0.34338951110839844,187,6.1,http://192.168.0.164:5000
0.35169124603271484,188,3.8,http://192.168.0.164:5000
0.3257911205291748,189,3.8,http://192.168.0.164:5000
0.3385169506072998,190,5.1,http://192.168.0.164:5000
0.3232400417327881,191,4.9,http://192.168.0.164:5000
0.3698890209197998,192,4.9,http://192.168.0.164:5000
0.3688933849334717,193,5.1,http://192.168.0.164:5000
0.32561612129211426,194,2.5,http://192.168.0.164:5000
0.34337878227233887,195,3.8,http://192.168.0.164:5000
0.33659815788269043,196,5.0,http://192.168.0.164:5000
0.34748315811157227,197,5.0,http://192.168.0.164:5000
0.35475945472717285,198,6.2,http://192.168.0.164:5000
0.36504602432250977,199,2.5,http://192.168.0.164:5000
0.33691954612731934,200,2.5,http://192.168.0.164:5000
0.3515796661376953,201,3.7,http://192.168.0.164:5000
