block_number,duration,CPU Usage,IP
128,0.21358561515808105,4.7,http://192.168.0.133:5000
129,0.5881037712097168,28.4,http://192.168.0.133:5000
130,0.20397019386291504,12.5,http://192.168.0.133:5000
131,0.5351424217224121,19.8,http://192.168.0.133:5000
132,0.3767378330230713,15.2,http://192.168.0.133:5000
133,0.8685653209686279,26.1,http://192.168.0.133:5000
134,0.663280725479126,27.2,http://192.168.0.133:5000
135,0.431882381439209,21.8,http://192.168.0.133:5000
136,1.076598882675171,23.9,http://192.168.0.133:5000
137,0.5672781467437744,19.4,http://192.168.0.133:5000
138,0.5794658660888672,18.3,http://192.168.0.133:5000
139,0.6049714088439941,24.8,http://192.168.0.133:5000
140,0.34953856468200684,10.0,http://192.168.0.133:5000
141,0.3017895221710205,16.9,http://192.168.0.133:5000
142,0.5428454875946045,32.4,http://192.168.0.133:5000
143,0.2948646545410156,18.3,http://192.168.0.133:5000
144,0.9045391082763672,41.7,http://192.168.0.133:5000
145,0.4600353240966797,24.0,http://192.168.0.133:5000
146,0.34729599952697754,25.8,http://192.168.0.133:5000
147,0.44775891304016113,14.7,http://192.168.0.133:5000
148,0.39864110946655273,14.7,http://192.168.0.133:5000
149,0.3076486587524414,16.7,http://192.168.0.133:5000
150,1.1265971660614014,23.5,http://192.168.0.133:5000
151,0.4057307243347168,13.2,http://192.168.0.133:5000
152,0.2781538963317871,7.8,http://192.168.0.133:5000
153,0.2431507110595703,4.3,http://192.168.0.133:5000
154,0.7426891326904297,21.7,http://192.168.0.133:5000
155,0.25563597679138184,8.2,http://192.168.0.133:5000
156,0.9126660823822021,28.0,http://192.168.0.133:5000
157,0.357818603515625,11.3,http://192.168.0.133:5000
158,0.5455048084259033,22.6,http://192.168.0.133:5000
159,0.6074137687683105,21.8,http://192.168.0.133:5000
160,0.283855676651001,9.3,http://192.168.0.133:5000
161,0.46972131729125977,21.3,http://192.168.0.133:5000
162,0.2722783088684082,24.5,http://192.168.0.133:5000
163,0.20854425430297852,4.7,http://192.168.0.133:5000
164,0.254746675491333,10.2,http://192.168.0.133:5000
165,0.5105266571044922,32.0,http://192.168.0.133:5000
166,0.2678489685058594,15.4,http://192.168.0.133:5000
167,0.38989877700805664,25.0,http://192.168.0.133:5000
168,0.3452756404876709,20.9,http://192.168.0.133:5000
169,0.5927321910858154,32.8,http://192.168.0.133:5000
170,0.49730873107910156,31.6,http://192.168.0.133:5000
171,0.3259003162384033,18.7,http://192.168.0.133:5000
172,0.30060410499572754,18.3,http://192.168.0.133:5000
173,0.8397455215454102,37.6,http://192.168.0.133:5000
174,0.6293222904205322,16.5,http://192.168.0.133:5000
175,0.8652598857879639,24.5,http://192.168.0.133:5000
176,0.3618655204772949,15.6,http://192.168.0.133:5000
177,0.5128707885742188,21.8,http://192.168.0.133:5000
178,0.24232745170593262,13.6,http://192.168.0.133:5000
179,0.5723059177398682,18.1,http://192.168.0.133:5000
180,0.44464755058288574,19.5,http://192.168.0.133:5000
181,0.4152486324310303,16.9,http://192.168.0.133:5000
182,0.3192765712738037,10.5,http://192.168.0.133:5000
183,0.3632183074951172,14.1,http://192.168.0.133:5000
184,0.37590551376342773,12.3,http://192.168.0.133:5000
185,0.21306324005126953,2.4,http://192.168.0.133:5000
186,1.0511279106140137,25.8,http://192.168.0.133:5000
187,0.24123835563659668,4.4,http://192.168.0.133:5000
188,0.2293543815612793,17.4,http://192.168.0.133:5000
189,0.7303414344787598,40.6,http://192.168.0.133:5000
190,0.21078753471374512,7.1,http://192.168.0.133:5000
191,0.36635780334472656,23.9,http://192.168.0.133:5000
192,0.3399534225463867,19.7,http://192.168.0.133:5000
193,0.5398592948913574,31.4,http://192.168.0.133:5000
194,0.9662206172943115,40.0,http://192.168.0.133:5000
195,0.7325944900512695,26.0,http://192.168.0.133:5000
196,0.7629830837249756,24.2,http://192.168.0.133:5000
197,0.27774643898010254,10.0,http://192.168.0.133:5000
198,0.4968554973602295,14.8,http://192.168.0.133:5000
199,0.2307758331298828,8.9,http://192.168.0.133:5000
200,0.3817720413208008,13.6,http://192.168.0.133:5000
201,0.3394312858581543,13.1,http://192.168.0.133:5000
